tweet,label
"""<USER> in other words """"وعرض نايف ما  """"""",fear
"حكمـٍــــة :: إننا بحاجه للخلافات احيانناً ، لمعرفة ما يخفيه الآخرون في قلوبهم ،، قد تجد ما يجعلك في ذهول، وقد تجد من تقف له إحتراماً .",surprise
 يارتنى ما فكرت :/,fear
لا انا عصبى ازاى ابقا حمل الجنسيه المصريه وتقولى بتنسي حزنك فاهمنو اعقلو الهشتاج #بتنسي_حزنك_لما <URL>,anger
احبك حب حلفت وربي البيت حلفت وربي يسمعنا   انك تحبني ,trust
<USER>   لا نكسب هاي ولا هاي ههه,fear
احنا  ين بالعيد واهلنا فغزة عيدهم تحت الانفاق وعايشين فخوف ورعب ربنا يفك حصاركم ياغزة ♡,happy
"""انا اثق بإحساسيّ اكثر من الناس.""""""",trust
"  كمال الثقه لو حمد الحمد براس كحيلان جابه 👍 ، جاب الفريدي والجبرين والخيبري وجدد مع الغامدي وش انت عاد يالحمد عندهم 😉.",trust
انا متفائل بالدوري للاهلي..؟مين متفائل زي..؟ يسوي رتويت..()#الدوري_حقنا,anticipation
"""RT <USER> """"انا ماني بـ   فقدك الجارح،   تكون بخير من بعـدي"""".""",fear
<USER> اي بالله هو اجودي مير تشيلي صعيبه ..  ,fear
RT <USER> قلبي الذي ينظر لكل شيء بذهول ولهفة للعالم يسالني عن كل شيء وكاني اتيت قبله ..,surprise
RT <USER> لما الاقدار تعترض مسير الامنيات اي وجع نتكلم عنه والقوهه هي لما نكتفي بقول -خيره- لاننا  ين بربنا .,trust
<USER> لا   اكتر منهم.,sad
"لا من تضايقتي من الوقت كلميني ، حتى و  منّك براضيك .",sad
<USER>   السوليد و الجبر هيبقي امتحان كله زحاليق و شقلباظات,anticipation
RT <USER> ي رب بكره زي ذا الوقت واحنا  ييين بتاهل الاتحاد .,happy
انت وينك؟!بترك العالم واجيكك..صرت اشوفك كل شي..💗بالنسبه لىءحييل  ف!!من الدنيا عليكك😔,fear
<USER>   يسحبونك ويقولون انت تعرفه,fear
RT <USER> <USER> <USER> <USER> <USER> <USER> <USER> فى اتنين   منهم انهم بيحترموا المراة,trust
“ ماريو غوتزه :   من اننا سنفوز في المباراة #بايرن”,trust
انهارده اتفرجت علي فيلم Gods of Egypt ولا كاني اتفرجت علي حاجه انا مالي ومال نوعية الافلام دي المفروض اني مش بتفرج علي اي فيلم كدا مستاااء 👎,anger
انا مش   من الالمان   من ناس نحس بشجعو فرنسا,fear
"""  اكتر من الواد اللي كان بيقول """" جمعاء - جمعاء - جمعاء """" في فيلم خلي بالك من زوز""",sad
RT <USER> حصلت لي شايب عند الصرافهمانع الناس عن الصرف نشدته قالبطاقتي كلتها الماخوذهولانيب مخلّي احد يصرف لين تطلع😂يالله صباح خي…,surprise
مسائي مليء بالتعاسه لا اجد به حبيبه تقبّلني وتهتم بيّ يا الله   .,sad
"انا نادم على حبي لك في زمانٍ فات،ايه نادم!.",sad
" بزياده واتنرفز بسرعه مو طبيعيه ودايم اخربها واقول كلام ما تتوقعين اقوله بس ما تلقا،احن من قلبي والله.",anger
RT <USER> احنا  ين بال 3 نقط مش بالمكسب عليكو ما احنا بقالنا 8 سنين بنحط عليكو 😂,happy
<USER> والله   عليهم هم من كذبهم وخيالهم الشاذ دا,fear
"""$ نخاف .. بس الفرق """" بينك وبيني """"   تذكرني ، و  انساك”""",fear
<USER> <USER>   انه معطيه واحد ثاني .. صراحه واضضضح,anticipation
<USER> <USER> <USER> مبروووك لان روكا شبهك هتفرج عليها علشان بتفكرنى بيكى اوىان شاء الله هى الل تفوز باللقب,happy
<USER> هاي رايحه  تشرفنا 💔.,sad
RT <USER> الي سحبت عليهم في حياتي ؟  ان سحبتي كانت في محلها .,trust
  ومشيت و  ..ايدي بيدك و  ..  على شوئي وحبي ..  على فرحة ئلبي ..#حليم .. #زي_الهوى,fear
م لحقني شك في داخلك ساكن بس   تغيرك الظروف كلهم قالوا مثل م قلت لكن كلهم راحوا وانا عيني تشوف .,fear
"""RT <USER> """"<USER>  بزيادهه واتنرفز بسرعه مو طبيعية ودايم اخربها واقول كلام ما تتوقعون اقوله بس ما تلقون - احن من قلبي ☺️""""""",anger
RT <USER> <USER> ما   تكلم زوكا يرشق معاك فى الكورس :D,fear
<USER> <USER> مش ضد تضخيمها او التغافل عنها لان سلوكه  اتكلم عن صحافه عن بكرة ابيها تاركه خروج منتخبها و حاطه صورة سواريز,disgust
RT <USER> الاغلب امهاتنا ما قد قالو لنا -احبك- ومع ذلك كلنا  ين مليون بالميه من مكاننا في قلوبهم ترى الحب الحقيقي احساس يوصلك ب…,trust
<USER> ههههههههههههههههه يقلع ابليسك ي شيخه وانا متفائله يعني مافيه امل,anticipation
"""RT <USER> فيديو : الجمهور صفق مذهولاً لصناعة الهدف وليس لهدف الاسباني راؤول """" روووعه """" <URL>""",surprise
<USER> <USER> متفائلة جداً بفوزك في #الانتخابات إن شاء اللهبل شبه  منه!ويا رب ما يخيب الظن ونشوفك نائب بإذن الله ..,anticipation
<USER> رهف  همجروحهانت اللي حاس بيا 💔 <URL>,sad
بحاول اعمل نفسي مش واخده بالي اني هروح حفلة التخرج من غير عيلتي  بس انا فعﻻ  :'( :/,anger
<USER> <USER> <USER> لا انا لست   ابدا كلكم اخواني واحبابي ولكن مداعبه وانتم اهل الاخلاق,anger
"RT <USER> #بيب_غوارديولا :انريكي يمكنه ان يصل الى ما وصلت له في برشلونة ،   منه الكثير ، بل انه سيقوم بعمل افضل من الذي قم…",anticipation
RT <USER> -من فراقك و  ومستاجع..احبك لو ظنوني فيك / شوّهتك 💭ء,fear
RT <USER> شكلي و  معكم عشان عطلتم <URL>,happy
  لو هولندا عدت النهاردة هتكسب المانيا في النهائي #سجل_يا_نصر بس لو طلعت غلط ما تعملش ريتويت :D,anticipation
"RT <USER> عندما تنتقص من ميسي عليك ان تعرف من هو ميسي يا مُرتزق ، ميسي جننك وجنن العالم يا   !<USER>",disgust
RT <USER> <USER> دخل زملاء صحفيون مكتبي مهللين لحظة بيان عمر سليمان ويعرفون اني لم اكن مؤيدا لمبارك ليجدوني مذهولا وقلت:است…,surprise
ايوه اه انا بقيت بشتم وبقيت   وبتخنق بسرعه واه معنتش هبقي على حد غير اللي يستاهل وعارف انى مكنتش كده وفروا كلامكم بقى ونصيحكم دي لنفسكم 😂,anger
"RT <USER> انا مو  عشان ماعندنا شغالة ، ولا  عشان انا صرت شغالة وتعودت عشاني شغالة بدون راتب وفوق هذا ما اقدر اهج …",sad
RT <USER>  ماما دائم تغضب بيلاتريد ان اخرج لوحدي من المنزلثم اذهب لغرفتي ابكي كثيرا,sad
ماما الله يرحمها كانت قبل كل اختبار تحضني وتدعي لي ربي يسهل لك كانت هذي بالدنيا كلها اروح الجامعه و ه… — <URL>,happy
  اروح اجيب 72 بالكالكولس 😑😑😑,fear
<USER> ليست مشغله ياس  ف ربي قبل كل شي.بس انا والله اعرف ناس تشتغل ك مندوبه وماكسبت ابد.انا شفت اعمال من حولي عشان كدا سالت,trust
فنياً الهلال يطمن و ما عليه خوف ..   من الحظ,fear
RT <USER> #IbtissamTiskat كثفوا التصويت على الرقم 2 و صوت كانك الوحيد الذي تصوت و اعتمدوا على انفسكم بزااااف الكل يصوت بصم…,fear
RT <USER> عطيتونا امل لكل شي كنا  ين ان تحقيقه يكون مستحييل شكرا لكمم 👏💚#ليش_لا,anticipation
فيصل   عليك بعد 16 سنه تندم و تنسى احبابك — مافهمتك عدل <URL>,fear
عضيت لساني بقوة و والحمد الله و العوار ما شاء الله تبارك الرحمن جميل,happy
  لقى ثاني ..نوى بالمره ينساني ❤️ <URL>,fear
"انا فعلًا   لانني اعيش في مجتمعٍ لا يمكنني ان اقول فيه الحقيقة البسيطة الواضحة، دون الإساءة إلى 90% من السكان.",anger
RT <USER> على قد ما اضحك قامك ترى انا  وبحاجه اضحك بس انسي نفسي بالضحك واحاول اسعدك .,sad
قلتلة بكم شريت المتابعين ياحبيبي قالي ببلاش والله 😳😭😂 و باالالف متابع الي حتى مايردون علي بس اسمع صدى صوتي 😊😃😌😅😭,happy
  انى عرفت انام .. الحمد لله,happy
انا عندي انهيار   طول الوقت بس انا عامله نفسي مش قاطعه يا حرام,anger
صراحه  لجي يونغ المهم ماترجع للتخلف اللي في كوريا ممكن البنت تضرب هناك حتى البقيات ودي يهجن من كوريا,happy
شوفو جنون السلفي   باجر يصير السلفي سبب من اسباب الزحمة😂😂😂 @ لايك لاروع سلفي❤️😂 <URL>,fear
<USER> انا لو اتاخر ٥ دقايق يحوشني انهيار   😂,anger
RT <USER> الهلال ظلم اليوم من الحكم الياباني .!..وهذا اللي مخلينا  ين .. ذوق ياحبيبي ذوق ما ذقناه من سنين .,happy
RT <USER> احيانا نحن بحاجة للخلافات لمعرفة ما يخفيهاالاخرون في قلوبهم اتجاهنا قد تجد ما يجعلك في ذهول وقد تجد من يجبرك على احترام…,surprise
RT <USER> : شانت معانيك منت اللي انا خابرمَذهول منك وفي صدمة وفي حيرةسويت مثل الهلال بسامي الجابراوفى لهم ثم جابوا واحدٍ غيره.”,surprise
سكولاري مذهولاً بالنتيجة المذلة.#wc2014 <URL>,surprise
ترا عادي احط صورتي مو لانه انا مو متربيه لا لانه  من نفسي تيون تنقدون علي ليش عازميه وحاطه صورتي وانتوا مافي بنت مفصخه مو ضايفينها,trust
"RT <USER> <USER> ولعلمك من عرفتكم و اخسركم لان صداقاتي رغم طيبتي بس ماتدوم ،،الله يوفقك ياعطر وعد ماعاد تشوفيني وراح ا…",anticipation
RT <USER> اختلف مع الشيخ جاسم ال ي الا انني اعلن وقوفي معه امام هذه الحملة ال بقيادة جمعية المنبر الاخونجية والوفاق<URL>,disgust
ستصاب بالذهول عندما تعرف من هي زوجة الفنان الكبير احمد السقاالتي كان يخفيها دائما عن الانظار خوفا عليها من الحسد... <URL>,surprise
"""لمّا احارب نعاسي و إني""""اقاوم مالا يُقاوم""""..""",trust
"كنت احلم,حقيقة اميرتي شكرا. دوام تعب. قلق. يالله بالرزق الحلال والعمل الصالح. والله   بعودتك سالمة . والحين فيك خيرابي سلف ضمة فتحة.",happy
"""الفهاوه ليسّت حماقه ! فـ مسماها العلمي """" ذهول العباقره """" وهي تحصل كثيرا لـ المتميزين والمبدعين .. ^ روح االله يطمنك يا شيخ 😅""",surprise
<USER> بس   منك علشان مش بترد عليا فى الموبيل,sad
 بنفسي ومغروره انا حريقه تحرقني! انتي شكو؟ تعالي بسالج سؤال واحد هو انا انتي ولا انا انا؟مو مشكلتي انج تشوفين نفسج صغيره عندي يه💅,trust
RT <USER> اللي متفائل رتويتاللي متشائم مفضلةانا متفائل جدا,anticipation
تصريحاتهم والسيد   . . كاريكاتير ود ابـّـو - صحيفة الراكوبة <URL>,disgust
"RT <USER> <USER> <USER> انا م احتآج شهادة احد فيني كلن يحتفظ برايه لنفسه  من نفسي الحمد اللله ، وبعدين حسابي وانا حرر…",trust
<USER> <USER> انا متفائله جدا بهذا الشخص,anticipation
إذا مر يوم ولم اتذكر ..به ان اقول صباحك سكر.. فلاتحزني من ذهولي وصمتي ولاتحسبي ان شيئاً تغير فحين انا لا اقول احب .فمعناه اني احبك اكثر,surprise
"RT <USER> ممكن يكون القدر كاتب فيك عنائي وحسرتيممكن راح يتبدل كل احساس حلو معك ل مشاعر  مع ذلك انا راضية فيك ..ولو حُبك عنا، …",happy
RT <USER> تحريتك سنينٍ طويله .. و  ان قلبك نساني على شوفتك كل يوم و ليله .. اعد الدقايق و الثواني,fear
"قلتلهم والله معلش انا معرفش معناها ممكن افتح الانترنت و ادور , راح الراجل سالنى انت مقرتش الكتاب ده قلتله لا , بصلى بذهول شديد و قالى ليه -8",surprise
"RT <USER> ثانوية عامة يا هتبقى ا  فترة فى حياتك، يا احلى فترة فى حياتك، مينفعش تبقى فترة عادية و مفيش حاجة اسمها فى النص.",disgust
<USER> الله اكبر على فالك لا ان شاء الله ماتجي وحتى ان جات  بنفسي ومحضره دروسي كويسس😁,trust
<USER>   ع الارجنتين من هولندا هاتبقي فضيحههولندا هاتكتسحربنا يستر,fear
<USER> <USER> الشيعه ا  ناس 😂تتمتع مع الرضيعه ومع اختك وش هالدين الي لكم دين زنا والعياذبالله,disgust
<USER> ماطلبناك إلا واحنا  ين تمام الثقة إنك مابتردنا#نطالب_اليحيى_بزياده_الدعم_ل ,trust
RT <USER> لماذا قطع الرؤوسلانه هناك طائفه  ربت اولادها على الحقد و الكره و دفعتهم للقتل و الاغتصاب و تدمير وطن باكمله #العرا…,disgust
"RT <USER> الخوف واضح في كلامي وعيني ،واشوفه بعينك قبل ما اسمع حكاك نخاف بس الفرق : بينك وبيني ،تخاف تذكرني و  انساك !",fear
<USER>  ان ربنا هياخد حقنا بس على امات يحصل بنكون استنفاذنا كل حاجه فى حياتنا وبيكون الوجع غير مﻻمحنا بس منقدرش نقول غير يارب,trust
<USER> والاتحاد بعد بيستفيد من عبدالرحيم انا متفائل انه بيبدع مع الاتحاد اذا تمت الصفقة إن شاء الله,anticipation
<USER> ههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههه  يطلع لنا واحد متشدد بدينهم ويكشف عورته قدام البيضه 😂😂,fear
RT <USER> بالوقت الي تكونين  تاكدي انك مو  لحالك  لحزنك اكثر منك.,sad
"RT <USER>  بزيادة واتنرفز بسرعة مو طبيعية، ودايم اخربها واقول كلام ما تتوقعين اقوله، بس ما تلاقين احن من قلبي والله..",anger
<USER> والله   يكون الاسبوع القادم لما كلّ هذا التاخير :(,fear
"""#LastRomeo3rdWin جدًا جدًا مذهولة وفخوررره:""""""""""""❤️""",surprise
التوائم 66 بمهرجان القطيف واحتنا  5 <URL>,happy
" ه.. نعم  ، احداث حياتي ممكن تغير اطباع فيني؟ لكن تاثير احداثها تعطيني العبره اللي ممكن اخذها!",anger
RT <USER> سوف تبقى قلوبنا تنبض بحبك لو لم يبقى في النادي الا فريق الناشئين و  بانه سوف يحقق لعشاقه بطوله #الشباب,trust
"لانك اطهر من انك تعيشين ف عالمهم ال  ،انتي  ه.",disgust
#Canada صراخ المالكي ودعوة السيستاني الدموية التي باركت ا  عملية سياسية اشرف عليها سقطة متاع ايران ... <URL> #ireland,disgust
RT <USER> 9  تمام الثقة ان الهلال فاوض هوساوي وعن طريق اثنين هم كريري والشمراني لكن من فوضهم الايام القادمة ستكشف الحقيقة<USER>,trust
هذا غير الشمس ياللي جاها من حسنك ذهول و كتبت في مدح زينك لين صارت شاعره✨💕.,surprise
RT <USER> كان السؤال اللي فتح باب الذهول متى يجي يا سيّدي فصل : الشتا ! هي ما درت في صوتها كل الفصول لو هي درت ما قالت البارح : متى !…,surprise
RT <USER> <USER> <USER> المليونيةيووووووووه يازوزو  تتوهى منى فى الزحمةدول ف الشارع ولا يوم الحشرترشى الملح م…,fear
#لخص_شخصيتك_في_تويته انا انسان متفاني حساسي   على مجتمع متدني من الانسانيه ووشك في الحيط و قفاك ليه 😂😂😂😂,anger
 على البلايستيشن مو دستني بس,anger
"""RT <USER> : قطر صارت """"ليبيا زمن القذافى""""! تمويل ارهاب وخطط تمزيق اوطان وعمليات  لاينقصهم الا كتاب اخضر فقط! و..كلنا يعلم شكل ن…""",disgust
<USER> قال   مش مصدق,anger
RT <USER> انا ماني   من الاختبارات ؟   لاني ماني   من الاختبارات 🌝 !,fear
RT <USER> عامل مصري قلتله  بفوز السيسيقالي السيسي دا جنسيته ايهقلت مصريقال وحيكون رئيس مينقلتله مصرقال طيب وانت مال ابوك تف…,happy
<USER> مابي انا دوم معتمده عليك🌹 يعني محد يمزح   واحد 🙄,anger
الم الاسنان اقوى من الم البرد بكتير يا جماعه  لدرجه انى مش قادره اروح لدكتور الاسنان سنانى دلوقتى فى... <URL>,sad
انا حصلت على '  ومتعصب لرايك ومتمسك بقناعاتك'.. هل انت  ؟ <URL>,anger
مرة ثانية للناس اللي ما تغتغناهم 😁 (w/ <USER> <USER> &amp; 9 others at Qatif Festival | واحتنا  ة) — <URL>,happy
RT <USER> لا احد يطعن بقبيلة الجبور بسبب الهراري ال  كونه جبوريوالله ان منهم اسود في دولة الاسلام لا يشق لهم غبار,disgust
RT <USER> انت وينك بترك العالم واجيك صرت اشوفك كل شي في الدنيا ليحيل   من فراق علي <URL>,fear
RT <USER>  الحاجات الجميله م الحق عليها ):,sad
انا جدا  من المدرسه🔪,anger
  لا طاح الجمل كثرت سكاكينهوانا ما عادت ضلوعي تتحمل طعنة السكين..,fear
"RT <USER> لله در الموت من حقيقة ناصعة حادة لدرجة الذهول ، ياتي بغتة ، يعطي إشارته ان تتوقف وتزجل ، فقد انتهى وقت الرحلة .. فلا امل ..#رت…",surprise
RT <USER> احنا مش مكتوب علينا نشجع فرقة او منتخب وننام واحنا  ين تقريباً,happy
RT <USER> #StaracArabia اصلا كنا  ين الخامسة ياسفاحح 😍❤️❤️❤️❤️❤️ <URL>,anticipation
"ميّزك ربي بملامح زادها نور و قبول و بعيون منها غارت الف نجمه ساهره،هذا غير الشمس ياللي جاها من حسنك ذهول و كتبت في مدح زينك لين صارت شاعره💞",surprise
“جن الملاعب حديث العالمالعالم مذهول من تيفو الهلالالصحف العالميه تكتب عن تيفو الهلالكفو يا زعماء#الهلال <URL>,surprise
RT <USER> لو ثبتَ انَّ #حسين_عبدالغني بصقَ على إداري الفيصلي ف  انَّ #عبدالعزيز_المريسل سوف يمشي من الرياض إلى سدني على قدم…,anticipation
<USER> اظن الشعب ف اغلبيته راضي وهيكون راضي عن اختياراته.ودي نقطة المفروض يستغلها و انه مدعوم من اكتر من جهة ودا هيساعده اكتر,trust
وانا معنئ ثاني للسعادهشرايكم فيني و بس جد تخيلوا حياتكم بدوني ادري م تسوئ وم حد يقدر يعيش بدوني😰.,trust
RT <USER> و بقينا بنستغرب لما نلاقي نفسنا  ين.,happy
RT <USER> <USER> <USER> <USER> وخروا عنه الرافضي ال  <URL>,disgust
"عشان تعيش فحياتك صح ، اوعي تفول   في دا ، ودا مستحيل يعمل كده ، كل حاجه ممكن ، توقع اي حاجه من اي شخص ...!!",trust
"RT <USER> مش معني اني بافرح للناس اللي هاتتجوز اني  بالجواز،  لفرحتهم مش اكتر.",happy
<USER> <USER> شت هذا   😶 انا خفت,anger
{من كان يريد حرث الآخرة نزد له في حرثه ومن كان يريد حرث الدنيا نؤته منها وما له في الآخرة من نصيب} [الشورى:20]<URL>,surprise
ياربي اش هالنوم الخايس؟😭انام ساعتين او ثلاث واصحىيارب يارب ارزقني نوم كثيييييير ياربي!مقدر اتحمل النوم هذا انا مقدر ه..😫😫😫💔,sad
<USER> انا كنت بقول انه يمكن قال مراهقه تبي احد يفهمها وجاف نفسه   قال يتغير عشان انج هالفتره تحتاجين ابو حنون بس بؤسه الرقبه م تترقع,anger
RT <USER> لوي   = هاري   هانتي  هالعالم  الفاندوم كله  ,sad
حتى و  منك احاتيــكواجيك كلّي يا بعد كل من ليومن قبل تزعل ابتسم لك واراضيكبالله شفت انسان حساس مثلي,sad
<USER> حلمت ان زوجتي تشرب الشيشه و ,anger
 ادخل جروب الدفعة :3 #نتيجة #اقتربت,fear
  يمّر العيد وانت ماعايدتني.,fear
دونقهي كيف ماسك نفسه قدام الكاميرات.. كلنا كنا  ين انه راح يبكي وبكى كيونا و دونغ وهو لا... وشكلوا بس رجع المسكن فكها صياح دونقهي 😭💔,anticipation
<USER> عاد  ٢-١ غانا 😂,anticipation
<USER> <USER> حتى انا متفائله حيل بهالسنه👌,anticipation
RT <USER> “<USER> و  لو امشي لك سنين ويجف قلبي من الضما وانزف حنين ... مانلتقي!”,fear
<USER> <USER> لماذا الطيارات الامريكية تقصف القاعدة ولا تقصف الحوثي ؟  لان القاعدة لايرددون الموت لامريكا هذة الشيفرة,anticipation
RT <USER> ترا الي كاتببه لك الله بيصير غصبن عنك فالاتسوي فيهاا   من العين .,fear
RT <USER> صح فيه ناس  انهم ماراح يخذلوني ولا يتكلمون عني يعني  فيهم اكثر من كل شي,trust
RT <USER> ان شاء الله ترجع مصر باللقب و بتمنالك كل خير و اول غنوه ليك هتكون من الحاني و   انك هتكسب #MinaAtta <URL>,trust
<USER> لي تعال بعد العيد وننقل اسمك وجيت ولا حصلتك ورفعت طلب والا الان ما صار شي و  لانه بدات الدراسة وراح افوت المحاضرات,fear
<USER> مرسيلينو ما بيفهم تونسي وهي حره تحكي زي مابدها احنا  ين حتى لو حكت صيني,happy
"RT <USER> كنت يمّك , اذكر اللحظة تضمني و  اضمك .",fear
RT <USER> #StaracArabia غادة بدها هي وإيلي الكوبل :D هيه ليا بتكون كوبل مع شاهين انا راضية حتي لو تكون كوبل مع شيرين اهم شي إيلي تخرب خ…,happy
#رفقا_بنا_يا_محارم_في_الزينة_واللباسالمسلسلات الكويتيه والهاشتاقات السعوديهتصور المجتمع الخليجي بشكل   .. تفكير شهواني,disgust
RT <USER> <USER> ونا  بتواصلنا مع بعض ربي يسعدك ياغالية <URL>,happy
RT <USER> ومهاجرين تنكرت اوطانهمضلوا السبيل من الذهول وهاموايتلفتون مودعين ديارهمواللحظ ماء والديار ضرام!#نكبة_مسلمي_بورما <URL>,surprise
<USER> ولك اتزكرني طيب ليه ما اخدتني معك  منك😞😞😞,sad
RT <USER>  وبحب  تى عشان ساعات بتعرفنى مين اللى بيحبنى بجد ..,anger
RT <USER> “<USER> الخبيث ال  حاكم المطيري التكفيري يمجد داعش ويسيء للكويت واهلها وحكامها <URL>,disgust
RT <USER> معك يا #النصر علي الحلوه والمرهيكفي جبتو الدوري و  بتسعدونا هالموسمافرحو ياعالمين فريقكم بطل <URL>,trust
RT <USER>  ها هلاليه ب 1/2ما هي توقعاتكم يا زعماء ؟ #الهلال_التعاون,anticipation
"دة انا عمري ما قولت ان  ، غير بعد ما قلبي اتمناكي",fear
"RT <USER> الي راح يسالوني بكرا متى راح نزوجك ونفرح فيك؟   بحالي كل يوم ، انتم شوفو يوم بناسبكم وجيبو معكم حشيش وتعالو نفرح كلن…",happy
<USER> بداوم بكرا و مستشرهظهسصرصنينطتسرصرصتطهسنضتصتينينصنصتصنصننصصنصننصنصنصنصنصن,happy
"ما يقهرني إلا البنوك لما يربطون اقلامهم بحبل ، الحين احنا  ين فيكم وحاطين كل فلوسنا عندكم وانتو مو  ين فينا بقلم بـ100 فلس ؟ قلة ادب😒",trust
شاهد بالفيديو والصور طريقة مبتكرة لهروب الافغان لبريطانيا تصيب الشرطة بالذهول <URL> <URL>,surprise
تخاف تذكرني ! و  انساك !,fear
RT <USER> احبك حب ورب البيت حلفت وربي يسمعنا   انك تحبني تموت وتعرف اخباري 🎼🎤💖 .,trust
انا اثق بقاعدة كل شر راحل لذلك مَ اندم ابداً على الراحلين -هم فرصه للتعلم بس -,trust
�� القطة جات اول ما انا خفيت ✋.. غبت يومين لقيت القطة جالها انهيار   من ريم ومهند الاطفال الحلوين 🌚 <URL>,anger
RT <USER> موظفوا وزارة النفط : اعتمادك يارئيس الحكومة بتعيين مدير ادارة وكيل مساعد جعلنا  ين بان الوزارة لن تخرج من دائرة الفساد …,trust
"RT <USER> للي يسالوني متى نفرح فيك ؟الله يسلمكم   بنفسي كل يوم ، انتو شوفو اليوم اللي يناسبكم وتعالو نفرح كلنا مع بع…",happy
<USER> <USER> انا فحل   😳,anger
تقول ياا سيدي يا تااج رااسي سعااد ي حبيبتي انتي والله كلنا  ين 😭😍😂,happy
RT <USER> عندما تحنو الهتي وربتي الاعظم على مرحاض عظمتها ال <USER> <URL>,disgust
<USER> مم يجوز بس عموما استشاره احد عنده خبره و  فيه خطوه ثانيه بس خطوه التحاليل و الطبيب اوليه يعني فقر دم ممكن يكون الجسم يحبس ماي,trust
RT <USER> على قدد م  انهم راح يمثلون مع بعض 🙊💗 .. الا اني احسهم مو لايقين على بعض !! <URL>,happy
اترك اوهامك باني بعدک نادم.. ما استغنيت الا و  ...,disgust
مفيش اي كلام ممكن يعبر عن واقعنا ال  اكتر من الصمت,disgust
<USER>   عشانهم من باب الشفقه وفى كتير منهم بيشجعوا الريال لازم نتعاطف معاهم :P,happy
"RT <USER> هذا و احنا  ين صار حالة استنفار قصوىفالاجهزه الامنيه ، اجل لو نزعل وش بيصير !!",happy
" إني اعيش بين ناس يكرهوني واي خطوه بسيطه مني بدون مجهود اقدر ابدل مزاجهم وينقهرون من اي حاجه اسويها ، انتو لعبه بين يدي ي هؤلاء",happy
RT <USER> <USER> <USER> تكفي لا تتابع المباره ابد هههههههههههههههههههههههمن يوم شفت تغريداتك اليوم و ,fear
عساكم ترجعو لنا  ين 😩😭💛. <URL>,happy
ٰ حيل   من الدنيا عليك و انت مو   من غيابك علي ♡,fear
RT <USER> <USER> <USER> انا راضية ي اياس هههههانا واياها واحد,happy
"RT <USER> <USER> <USER> صادقين القضاة ….. الفعل يقوم به الرجل , اما من حرض وزين الفعل ف  إنها المراة",trust
"""انا إنسان مدخن اناني عنيد متبلد فيلسوف إستفزازي   بارد معقد """"كبريائي م """"واحياناً لا احترم احد ولا احسب حساب احد ولاانتظر تقييم من احد""",anger
  اكتر من ولد إسمه عصمت,sad
RT <USER> انا متفائله ب2015 لان من بدايتها خميس🌝✋.,anticipation
RT <USER> محمد الدعيع #كورة_روتانا   ثقة كاملة ان محمد النويصر لم يغرد إلا لديه ادلة وإثباتات.”#الهلال,trust
RT <USER> يارب بشرنا بجمال ايامنا الجايه اجعلنا  ين بك متوكلين عليك يارب العالمين.🌱,trust
الله يستر من برايم اليوم لايطلع واحد ماكنا  ين إنو يطلع مثل المعيدي بزد 3 😶🚶. #ZDRSEDK4,anticipation
RT <USER> انا لي وليفٍ ودي اجيه كل شويو  ان الناس تستنكر الجيهليا جيت باجي قالو ﺎلناس فيھا شيوﺎنا صاحي والنـاس ماتصلح النيه …,fear
<USER> اوكي   بس انا اقول مايصلح,anger
انا نادم من عرفتج ما عرفت هيج بيصير انا صنتج وانتي بعتي وجرحتي قلبي الفقير👐!!,sad
"""الله يوفق المنتخب العماني و السعودي غداً 🙏❤️💚وبخصوص ازرقنا متفائل بالتاهل باذن الله بشوط """"تصحيح اوضاع الدفاع"""" الي اهدى استراليا الفوز..""",anticipation
الحمدلله على الاتفاق الخليجي. انا متفائل لانه ما كان ليكون لولا وجود عوامل استراتيجية جوهرية تفوق العوامل التكتيكية الثانوية.,anticipation
<USER> <USER> بيكو علاء بيقولي ان  منك ومش بزعقلك زي ما زعقتلي مش عارف انك اكتر حد اتحملتني,fear
<USER>   علي فيدال بس :D,anger
<USER> سيذكره التاريخ بمدادٍ من   كما ذكر صاحبه,disgust
RT <USER> من مسمى داعش الى مسمى الثوار.انها السياسية ال ياسادة عندما تختلف المصالح يطلق عليهم الاسم الحقيقي لهم وعندما تتفق …,disgust
<USER> <USER> <USER> اختي نصراء  اخوي الخاطري   وما يتفاهم حتى انا خفت وعملت حظر لشخص على طول 😂😂😂😂,anger
<USER> حقيقي انا جدا  من انكم حاطين رقم تليفون ع الفاضي اتصلت كم مرة ابغى اطلب طلبات عشان تجهز و ارسل السواق يستلمها غيرالابلكيشن,anger
RT <USER> يالله قد ايييششش حنا  ين 😩😩😩😩😩💛💛💛💛💛💛💛,happy
"""RT <USER> #مارسيلو مهاجما #اتليتكو_مدريد: استخدموا """"حيل  ة"""" للفوزشاهد <URL> <URL>""",disgust
"RT <USER> انا مو  منك بلعكس،  من نفسي لاني حبيتك اكثر من اللازم.",sad
"انا مش كئيب ، انا مش   ، انا مش نكدي ، انا بمر بوقت صعب في حياتي مبوظلي كل حاجة ، افهموا قبل ما تحكموا عليا.😡",anger
RT <USER>   لقى ثاني نوى بالمره ينساني ~,fear
RT <USER>   ثقه كبيره ان زلزالنا راح يعوضها ان شاءالله .,trust
بكره نفس هالوقت ي عس ين بتاهل الهلال للنهائي ♡*SV*.,happy
