كلمة, PFA,الفئة
موسيقي,0.367,ترقب
شاهق,0.367,ترقب
نزوة,0.367,ترقب
رمح,0.367,ترقب
إقناع,0.367,ترقب
السونار,0.367,ترقب
الالتزام,0.367,ترقب
مرة كل سنتين,0.367,ترقب
لاهوت,0.359,ترقب
الأوفست,0.359,ترقب
كفر عن,0.359,ترقب
خجل,0.359,ترقب
نظرية,0.359,ترقب
لا يموت,0.359,ترقب
سقط بقوة,0.359,ترقب
جمهور,0.357,ترقب
نبل,0.352,ترقب
نموذج مثالي,0.352,ترقب
حمى ذو علاقة بالحمية,0.352,ترقب
إغلاق,0.352,ترقب
متجر,0.352,ترقب
تمركز,0.352,ترقب
تشنج,0.352,ترقب
اليومي,0.352,ترقب
انسباء,0.352,ترقب
مزرعة,0.352,ترقب
الإصدار,0.352,ترقب
تكريس,0.352,ترقب
علم الآثار,0.344,ترقب
التليفون المحمول,0.344,ترقب
مأمورية,0.344,ترقب
لاسلكي,0.344,ترقب
متقلب,0.344,ترقب
تأمل,0.344,ترقب
جردت,0.344,ترقب
خفض,0.336,ترقب
غير قابل للتفسير,0.336,ترقب
NO TRANSLATION,0.336,ترقب
أخوي,0.336,ترقب
رفيق,0.336,ترقب
غير مهزوم,0.336,ترقب
بذرة,0.336,ترقب
حمامة,0.328,ترقب
استطرد,0.328,ترقب
شريط,0.328,ترقب
شمي,0.328,ترقب
صبور,0.328,ترقب
مجلس,0.328,ترقب
تملك,0.328,ترقب
علماني,0.328,ترقب
عفة,0.328,ترقب
استبعاده,0.32,ترقب
الانتظام,0.32,ترقب
وسيط,0.32,ترقب
"يفحص، يدقق",0.32,ترقب
مولع ب,0.32,ترقب
غير ناضج,0.32,ترقب
وأد,0.32,ترقب
الثقل,0.32,ترقب
حافظ,0.32,ترقب
مجداف,0.32,ترقب
جون خليج صغير,0.32,ترقب
نافيا,0.312,ترقب
بوق,0.312,ترقب
غير منشورة,0.312,ترقب
المحلل,0.312,ترقب
متجهم,0.312,ترقب
كنيسة,0.312,ترقب
كهنوت,0.305,ترقب
مطحنة,0.305,ترقب
قضائي,0.305,ترقب
هجوم مركز,0.305,ترقب
الرافد,0.297,ترقب
قبعة,0.297,ترقب
المزدوجة الحرارية,0.297,ترقب
فزع,0.297,ترقب
مدرب,0.297,ترقب
لعاب,0.297,ترقب
إنهاك,0.297,ترقب
كدمة,0.289,ترقب
NO TRANSLATION,0.289,ترقب
بلا مأوى,0.289,ترقب
قناع,0.289,ترقب
NO TRANSLATION,0.289,ترقب
شبكة الاتصال,0.289,ترقب
قيد,0.289,ترقب
عناوين,0.289,ترقب
عدم الامتثال,0.289,ترقب
الساد,0.289,ترقب
الانحراف,0.281,ترقب
عالم الفلك,0.281,ترقب
الجيران,0.281,ترقب
قداسة,0.273,ترقب
إبليس,0.273,ترقب
كريم,0.273,ترقب
وتد,0.273,ترقب
كامن,0.273,ترقب
القليل الخبرة,0.273,ترقب
جملة او حكم على,0.273,ترقب
حي,0.266,ترقب
أخلاق,0.266,ترقب
ركود,0.266,ترقب
معتاد,0.266,ترقب
وزن,0.258,ترقب
وداعا,0.258,ترقب
ساعد,0.25,ترقب
مهرج,0.25,ترقب
عضو,0.25,ترقب
اقتبس,0.242,ترقب
مألوف,0.242,ترقب
الدكتاتورية,0.234,ترقب
مجلس,0.234,ترقب
أبيض,0.234,ترقب
جهاز المشي,0.234,ترقب
سكة حديدية,0.234,ترقب
مزولة,0.227,ترقب
شجرة,0.227,ترقب
شلل,0.211,ترقب
الفيروس المتنقل,0.203,ترقب
منظمة,0.203,ترقب
يبني,0.203,ترقب
المتخلفة,0.18,ترقب
محايد,0.148,ترقب
أكل لحوم البشر,0.953,الاشمئزاز
بتر,0.93,الاشمئزاز
مضايقة,0.914,الاشمئزاز
سفاح القربى,0.914,الاشمئزاز
مرض السيلان,0.906,الاشمئزاز
اغتصاب,0.906,الاشمئزاز
آكل لحم البشر,0.898,الاشمئزاز
تعفن,0.891,الاشمئزاز
جثة,0.883,الاشمئزاز
مذبحة,0.883,الاشمئزاز
براز,0.883,الاشمئزاز
ذبح,0.875,الاشمئزاز
يتقيأ,0.875,الاشمئزاز
مسلخ,0.867,الاشمئزاز
زنخ,0.859,الاشمئزاز
مجاري,0.859,الاشمئزاز
خاص بسفاح القربى,0.859,الاشمئزاز
رجس,0.859,الاشمئزاز
متعصب,0.859,الاشمئزاز
غزو,0.852,الاشمئزاز
طاعون,0.852,الاشمئزاز
سفاح,0.852,الاشمئزاز
محرقة,0.852,الاشمئزاز
المتعفنة,0.844,الاشمئزاز
يرقة,0.844,الاشمئزاز
البراز,0.844,الاشمئزاز
برازي,0.844,الاشمئزاز
قتل,0.839,الاشمئزاز
وأد,0.836,الاشمئزاز
قتل,0.836,الاشمئزاز
الأحمق,0.836,الاشمئزاز
مستعبد,0.836,الاشمئزاز
نطح,0.828,الاشمئزاز
جاحد,0.828,الاشمئزاز
تعذيب,0.828,الاشمئزاز
ذبح,0.828,الاشمئزاز
إفراز,0.828,الاشمئزاز
لوث,0.821,الاشمئزاز
قاتل,0.82,الاشمئزاز
ملطخ بالدم,0.82,الاشمئزاز
بغيض,0.82,الاشمئزاز
تدنيس,0.82,الاشمئزاز
شىء متنافر,0.82,الاشمئزاز
اشمئزاز,0.82,الاشمئزاز
إسهال,0.82,الاشمئزاز
سماد,0.82,الاشمئزاز
إرهابي,0.82,الاشمئزاز
القرف,0.82,الاشمئزاز
انحرف,0.82,الاشمئزاز
عبودية,0.812,الاشمئزاز
الفضلات,0.812,الاشمئزاز
الصرف الصحي,0.812,الاشمئزاز
قيء,0.812,الاشمئزاز
قتل,0.812,الاشمئزاز
تقطيع الأوصال,0.812,الاشمئزاز
الجثة,0.812,الاشمئزاز
نزف,0.805,الاشمئزاز
تنافرى,0.805,الاشمئزاز
منحرف,0.805,الاشمئزاز
قذر,0.797,الاشمئزاز
مياه المجاري,0.797,الاشمئزاز
فساد,0.797,الاشمئزاز
مريضة,0.797,الاشمئزاز
جثة,0.795,الاشمئزاز
تتحلل,0.789,الاشمئزاز
الهوام,0.789,الاشمئزاز
تقيؤ,0.789,الاشمئزاز
طفيلي,0.789,الاشمئزاز
مرعب,0.789,الاشمئزاز
بشع,0.789,الاشمئزاز
NO TRANSLATION,0.789,الاشمئزاز
المشوهة,0.789,الاشمئزاز
قاتل,0.789,الاشمئزاز
فاسد,0.789,الاشمئزاز
الهربس,0.789,الاشمئزاز
سال لعابه,0.781,الاشمئزاز
انتفاخ,0.781,الاشمئزاز
بشاعة,0.781,الاشمئزاز
مذبحة,0.781,الاشمئزاز
وباء,0.781,الاشمئزاز
ملاريا,0.781,الاشمئزاز
حماقة,0.781,الاشمئزاز
سام,0.773,الاشمئزاز
كريه,0.773,الاشمئزاز
أخبث,0.773,الاشمئزاز
جذام,0.773,الاشمئزاز
مشرحة,0.773,الاشمئزاز
صديد,0.773,الاشمئزاز
هربس,0.773,الاشمئزاز
عاهرة,0.766,الاشمئزاز
قاسي,0.766,الاشمئزاز
اشمئزاز,0.766,الاشمئزاز
اشمئزاز,0.766,الاشمئزاز
رهاب الأجانب,0.766,الاشمئزاز
ارتجاع,0.766,الاشمئزاز
الجمرة الخبيثة,0.766,الاشمئزاز
أعدم من غير محاكمة,0.766,الاشمئزاز
تشريح,0.759,الاشمئزاز
داء يصيب النبات,0.758,الاشمئزاز
قسوة,0.758,الاشمئزاز
الانحراف,0.758,الاشمئزاز
شر,0.758,الاشمئزاز
حي الفقراء,0.758,الاشمئزاز
معد,0.758,الاشمئزاز
مخاطي,0.758,الاشمئزاز
بلغم,0.758,الاشمئزاز
العلق,0.75,الاشمئزاز
تفكيك,0.75,الاشمئزاز
شرير,0.75,الاشمئزاز
إفساد,0.75,الاشمئزاز
شيطان,0.742,الاشمئزاز
كريه الرائحة,0.742,الاشمئزاز
عفن,0.742,الاشمئزاز
مختل,0.742,الاشمئزاز
النكد,0.742,الاشمئزاز
ملطخ,0.742,الاشمئزاز
مخاط,0.742,الاشمئزاز
اشمئزاز,0.742,الاشمئزاز
"رجس - مقت شديد، عمل بغيض",0.742,الاشمئزاز
مقرف,0.742,الاشمئزاز
شيطاني,0.742,الاشمئزاز
خطأ,0.734,الاشمئزاز
بدين,0.734,الاشمئزاز
سقم,0.734,الاشمئزاز
انحلال,0.734,الاشمئزاز
صلب,0.734,الاشمئزاز
"حقير، خسيس",0.734,الاشمئزاز
سرطان,0.734,الاشمئزاز
فظاعة,0.734,الاشمئزاز
إرهاب,0.734,الاشمئزاز
قذر,0.727,الاشمئزاز
إسهال,0.727,الاشمئزاز
الزنا,0.727,الاشمئزاز
تلوث اشعاعى,0.727,الاشمئزاز
جرثوم,0.727,الاشمئزاز
شيطاني,0.727,الاشمئزاز
مرضية,0.727,الاشمئزاز
مروع,0.727,الاشمئزاز
تنافر,0.727,الاشمئزاز
حقنة شرجية,0.727,الاشمئزاز
مرض معد,0.719,الاشمئزاز
مشوه,0.719,الاشمئزاز
طين,0.719,الاشمئزاز
خليع,0.719,الاشمئزاز
قمامة,0.719,الاشمئزاز
تشريح الجثة,0.719,الاشمئزاز
أحشاء,0.719,الاشمئزاز
إجمالي,0.719,الاشمئزاز
مبتذل,0.719,الاشمئزاز
بربري,0.719,الاشمئزاز
قرف,0.719,الاشمئزاز
وحشي,0.719,الاشمئزاز
أحشاء,0.719,الاشمئزاز
تدهور,0.719,الاشمئزاز
لاذع,0.719,الاشمئزاز
إراقة الدماء,0.714,الاشمئزاز
عنيف,0.711,الاشمئزاز
طاغية,0.711,الاشمئزاز
مسمم,0.711,الاشمئزاز
تلوث,0.711,الاشمئزاز
ردئ,0.711,الاشمئزاز
غثيان,0.711,الاشمئزاز
عار,0.711,الاشمئزاز
أسكت,0.711,الاشمئزاز
عامية,0.703,الاشمئزاز
مقزز,0.703,الاشمئزاز
تلمس,0.703,الاشمئزاز
وقحة,0.703,الاشمئزاز
تسمم,0.703,الاشمئزاز
لئيم,0.703,الاشمئزاز
ضار,0.703,الاشمئزاز
إباحية,0.703,الاشمئزاز
مقرف,0.703,الاشمئزاز
غروي,0.703,الاشمئزاز
استبداد,0.703,الاشمئزاز
أصاب بالغثيان,0.703,الاشمئزاز
إفراز,0.703,الاشمئزاز
الإمساك,0.703,الاشمئزاز
بغيض,0.703,الاشمئزاز
وسخ,0.703,الاشمئزاز
الحصبة,0.696,الاشمئزاز
معدي,0.695,الاشمئزاز
جهنمي,0.695,الاشمئزاز
المخلفات,0.695,الاشمئزاز
انتحاري,0.695,الاشمئزاز
إساءة,0.695,الاشمئزاز
اكرهه,0.695,الاشمئزاز
البائس,0.695,الاشمئزاز
المعوية,0.695,الاشمئزاز
ثؤلول,0.695,الاشمئزاز
بدانة,0.695,الاشمئزاز
زبد,0.695,الاشمئزاز
ملوث,0.688,الاشمئزاز
مرض,0.688,الاشمئزاز
مصاب بداء الكلب,0.688,الاشمئزاز
طين,0.688,الاشمئزاز
خيانة,0.688,الاشمئزاز
القلبية,0.688,الاشمئزاز
سخام,0.688,الاشمئزاز
كوليرا,0.68,الاشمئزاز
مشوه,0.68,الاشمئزاز
أبغض,0.68,الاشمئزاز
وحشي,0.68,الاشمئزاز
مرض,0.68,الاشمئزاز
عدو للمسيح,0.68,الاشمئزاز
مكروه,0.68,الاشمئزاز
لا إنساني,0.68,الاشمئزاز
عجيب,0.68,الاشمئزاز
وسخ,0.68,الاشمئزاز
كراهية,0.68,الاشمئزاز
التلوث,0.68,الاشمئزاز
بذرة,0.68,الاشمئزاز
مقت,0.68,الاشمئزاز
الجحيم,0.68,الاشمئزاز
مهلهل,0.672,الاشمئزاز
الدكتاتورية,0.672,الاشمئزاز
غير إنساني,0.672,الاشمئزاز
دهني,0.672,الاشمئزاز
بشع,0.672,الاشمئزاز
loathful,0.672,الاشمئزاز
فاحش,0.672,الاشمئزاز
اشمئزاز,0.672,الاشمئزاز
سيس,0.67,الاشمئزاز
إبليس,0.664,الاشمئزاز
كافر,0.664,الاشمئزاز
بالغثيان,0.664,الاشمئزاز
فظيع,0.664,الاشمئزاز
تشويه,0.664,الاشمئزاز
مميت,0.664,الاشمئزاز
خنزير,0.664,الاشمئزاز
تمييز,0.664,الاشمئزاز
ماسوشية تلذذ بالإضهاد,0.664,الاشمئزاز
سام,0.656,الاشمئزاز
متحامل,0.656,الاشمئزاز
بكتيريا,0.656,الاشمئزاز
الموت,0.656,الاشمئزاز
سم,0.656,الاشمئزاز
"قمامة، يدمر، يهدم",0.656,الاشمئزاز
الإجهاض,0.656,الاشمئزاز
فساد,0.656,الاشمئزاز
ضحية,0.656,الاشمئزاز
ظلم,0.656,الاشمئزاز
غو,0.656,الاشمئزاز
المراحيض,0.656,الاشمئزاز
رعب,0.656,الاشمئزاز
رهيب,0.656,الاشمئزاز
شائن,0.656,الاشمئزاز
NO TRANSLATION,0.656,الاشمئزاز
انتقامي,0.648,الاشمئزاز
مبنى خارجي,0.648,الاشمئزاز
فظيع,0.648,الاشمئزاز
مقت,0.648,الاشمئزاز
الحمأة الناتجة,0.648,الاشمئزاز
البشعة,0.648,الاشمئزاز
ملىء بالقمامة,0.648,الاشمئزاز
الكلبة,0.648,الاشمئزاز
عديم الاخلاق,0.648,الاشمئزاز
المخالفات,0.641,الاشمئزاز
تقيأ,0.641,الاشمئزاز
بثرة,0.641,الاشمئزاز
بذاءة,0.641,الاشمئزاز
بشع,0.641,الاشمئزاز
NO TRANSLATION,0.641,الاشمئزاز
خسيس,0.641,الاشمئزاز
مثاني,0.641,الاشمئزاز
مروع,0.641,الاشمئزاز
ازدرائي,0.641,الاشمئزاز
ملين,0.641,الاشمئزاز
جريمة,0.641,الاشمئزاز
ظالم,0.633,الاشمئزاز
مذنب,0.633,الاشمئزاز
متعصب,0.633,الاشمئزاز
يوم القيامة,0.633,الاشمئزاز
بغاء,0.633,الاشمئزاز
قرحة,0.633,الاشمئزاز
تفرز,0.633,الاشمئزاز
مرتكب الجريمة,0.633,الاشمئزاز
فأر,0.633,الاشمئزاز
مغثي,0.633,الاشمئزاز
العفن الفطري,0.633,الاشمئزاز
خسيس,0.625,الاشمئزاز
مخز,0.625,الاشمئزاز
مروع,0.625,الاشمئزاز
اضطهاد,0.625,الاشمئزاز
شيطاني,0.625,الاشمئزاز
مهين,0.625,الاشمئزاز
فحش,0.625,الاشمئزاز
فطر,0.625,الاشمئزاز
NO TRANSLATION,0.625,الاشمئزاز
نهم,0.625,الاشمئزاز
كرسي بلا ظهر أو ذراعين,0.625,الاشمئزاز
معاناة,0.625,الاشمئزاز
خسيس,0.625,الاشمئزاز
ديوث,0.625,الاشمئزاز
منتفخ,0.625,الاشمئزاز
مذعور,0.625,الاشمئزاز
خيانة,0.617,الاشمئزاز
مقصلة,0.617,الاشمئزاز
إصابة,0.617,الاشمئزاز
يفسد,0.617,الاشمئزاز
الكزاز,0.617,الاشمئزاز
سمين,0.617,الاشمئزاز
قملة,0.617,الاشمئزاز
خبيث,0.617,الاشمئزاز
تعدد الزوجات,0.617,الاشمئزاز
قشري,0.617,الاشمئزاز
فظيع,0.617,الاشمئزاز
خداع,0.617,الاشمئزاز
نمل أبيض,0.617,الاشمئزاز
أبغض,0.617,الاشمئزاز
بغي,0.617,الاشمئزاز
وفاة,0.617,الاشمئزاز
غث,0.617,الاشمئزاز
حفاضات,0.617,الاشمئزاز
خنق,0.617,الاشمئزاز
سال لعابه,0.609,الاشمئزاز
افتراء,0.609,الاشمئزاز
مقت,0.609,الاشمئزاز
سام,0.609,الاشمئزاز
بيت دعارة,0.609,الاشمئزاز
الغيت حى اليهود,0.609,الاشمئزاز
بعنف,0.609,الاشمئزاز
عدائي,0.609,الاشمئزاز
تخريب,0.609,الاشمئزاز
تشوه,0.609,الاشمئزاز
نزيف,0.609,الاشمئزاز
غير مغسولة,0.602,الاشمئزاز
جنون,0.602,الاشمئزاز
سجن,0.602,الاشمئزاز
كافر,0.602,الاشمئزاز
حرمان,0.602,الاشمئزاز
خائن,0.602,الاشمئزاز
قبح,0.602,الاشمئزاز
عفن,0.602,الاشمئزاز
غير مشروع,0.602,الاشمئزاز
المستنقعات,0.602,الاشمئزاز
الصيد غير المشروع,0.602,الاشمئزاز
عجوز شمطاء,0.602,الاشمئزاز
جزار,0.594,الاشمئزاز
جنوني,0.594,الاشمئزاز
سم,0.594,الاشمئزاز
صد,0.594,الاشمئزاز
سفاح,0.594,الاشمئزاز
بؤس,0.594,الاشمئزاز
الحمام,0.594,الاشمئزاز
سبيكة,0.594,الاشمئزاز
كارثة,0.594,الاشمئزاز
وباء,0.594,الاشمئزاز
القناة الهضمية,0.594,الاشمئزاز
ثمل,0.594,الاشمئزاز
نفطة,0.594,الاشمئزاز
مخادع,0.594,الاشمئزاز
عداء,0.594,الاشمئزاز
غثيان,0.594,الاشمئزاز
متوهج,0.594,الاشمئزاز
كافر,0.594,الاشمئزاز
الحضون روح شريرة,0.586,الاشمئزاز
مرحاض,0.586,الاشمئزاز
مضايقة,0.586,الاشمئزاز
غير نظيفة,0.586,الاشمئزاز
بائعة هوى,0.586,الاشمئزاز
إباحية,0.586,الاشمئزاز
مروع,0.586,الاشمئزاز
تدهورت,0.586,الاشمئزاز
مروع,0.586,الاشمئزاز
غير مخلص,0.578,الاشمئزاز
طفح جلدي,0.578,الاشمئزاز
مذل,0.578,الاشمئزاز
طاحن,0.578,الاشمئزاز
شديد الحساسية,0.578,الاشمئزاز
هجومي,0.578,الاشمئزاز
متآمر,0.578,الاشمئزاز
سرقة,0.578,الاشمئزاز
الفسوق,0.578,الاشمئزاز
فسد,0.578,الاشمئزاز
برغوث,0.578,الاشمئزاز
منافق,0.578,الاشمئزاز
تأخير,0.578,الاشمئزاز
شيطان,0.578,الاشمئزاز
مرض,0.578,الاشمئزاز
مستنقع,0.578,الاشمئزاز
طرد,0.578,الاشمئزاز
غادر,0.57,الاشمئزاز
NO TRANSLATION,0.57,الاشمئزاز
بصاق,0.57,الاشمئزاز
مدمر,0.57,الاشمئزاز
نذل,0.57,الاشمئزاز
فوضوي,0.57,الاشمئزاز
جلد,0.57,الاشمئزاز
فاضح,0.57,الاشمئزاز
مستنقع,0.57,الاشمئزاز
ظلم,0.57,الاشمئزاز
احتقر,0.57,الاشمئزاز
NO TRANSLATION,0.57,الاشمئزاز
أفعى,0.57,الاشمئزاز
ثعبان,0.562,الاشمئزاز
رهيب,0.562,الاشمئزاز
سيى,0.562,الاشمئزاز
مضر,0.562,الاشمئزاز
جنون,0.562,الاشمئزاز
غير لائق,0.562,الاشمئزاز
دنيء,0.562,الاشمئزاز
مرحاض,0.562,الاشمئزاز
الوغد,0.562,الاشمئزاز
العدو,0.562,الاشمئزاز
سرقة,0.562,الاشمئزاز
إدمان الكحول,0.562,الاشمئزاز
إذلال,0.562,الاشمئزاز
قاس,0.562,الاشمئزاز
قذر,0.562,الاشمئزاز
استبدادي,0.562,الاشمئزاز
عاهرة,0.562,الاشمئزاز
مذنب,0.562,الاشمئزاز
سرقة,0.555,الاشمئزاز
لا يطاق,0.555,الاشمئزاز
زرنيخ,0.555,الاشمئزاز
دموي,0.555,الاشمئزاز
بغيض,0.555,الاشمئزاز
سخرية,0.555,الاشمئزاز
ضمور,0.555,الاشمئزاز
بغيض,0.555,الاشمئزاز
تواطؤ,0.555,الاشمئزاز
نفور,0.555,الاشمئزاز
فصل,0.555,الاشمئزاز
متحامل,0.555,الاشمئزاز
جبان,0.555,الاشمئزاز
شر,0.555,الاشمئزاز
مهدد,0.555,الاشمئزاز
غير جذاب,0.555,الاشمئزاز
القاتل,0.555,الاشمئزاز
مترهل,0.555,الاشمئزاز
الحماق,0.555,الاشمئزاز
تعيس,0.547,الاشمئزاز
مكان قذر,0.547,الاشمئزاز
غول,0.547,الاشمئزاز
إكراه,0.547,الاشمئزاز
السارق,0.547,الاشمئزاز
افتراء,0.547,الاشمئزاز
خانق,0.547,الاشمئزاز
لعنة,0.547,الاشمئزاز
المطهر,0.547,الاشمئزاز
حاقد,0.547,الاشمئزاز
مرير,0.547,الاشمئزاز
لص,0.547,الاشمئزاز
مهاجمة,0.547,الاشمئزاز
حويصلي,0.547,الاشمئزاز
إدانة,0.547,الاشمئزاز
نهب,0.547,الاشمئزاز
مؤذ,0.547,الاشمئزاز
جلد,0.539,الاشمئزاز
طارد,0.539,الاشمئزاز
رفض,0.539,الاشمئزاز
خيانة,0.539,الاشمئزاز
كذاب,0.539,الاشمئزاز
دهني,0.539,الاشمئزاز
بحار,0.539,الاشمئزاز
سخرية,0.539,الاشمئزاز
سكران,0.539,الاشمئزاز
عار,0.539,الاشمئزاز
عار,0.539,الاشمئزاز
غيور,0.539,الاشمئزاز
مسجون,0.539,الاشمئزاز
خنزير,0.539,الاشمئزاز
جشع,0.539,الاشمئزاز
كسل,0.539,الاشمئزاز
قاتل,0.536,الاشمئزاز
أحرق,0.531,الاشمئزاز
انحراف,0.531,الاشمئزاز
الهبوط بالمستوى,0.531,الاشمئزاز
استسقاء,0.531,الاشمئزاز
معلق,0.531,الاشمئزاز
مدمرة,0.531,الاشمئزاز
المهرب,0.531,الاشمئزاز
غير متسامح,0.531,الاشمئزاز
صورة زائفة,0.531,الاشمئزاز
تطفلي,0.531,الاشمئزاز
خرب,0.531,الاشمئزاز
ذابل,0.531,الاشمئزاز
تفتت,0.531,الاشمئزاز
شجار,0.531,الاشمئزاز
عيب,0.531,الاشمئزاز
العصابي,0.531,الاشمئزاز
تجديف,0.531,الاشمئزاز
يكذب أو ملقاه,0.531,الاشمئزاز
مؤلم,0.531,الاشمئزاز
جشع,0.523,الاشمئزاز
موصوم,0.523,الاشمئزاز
عشيقة,0.523,الاشمئزاز
مذم,0.523,الاشمئزاز
قمامة,0.523,الاشمئزاز
انتقاص,0.523,الاشمئزاز
اتهام,0.523,الاشمئزاز
حساسية مفرطة,0.523,الاشمئزاز
سجن,0.523,الاشمئزاز
شقاء,0.523,الاشمئزاز
مستنقع,0.516,الاشمئزاز
بائس,0.516,الاشمئزاز
الخفي,0.516,الاشمئزاز
قرفص,0.516,الاشمئزاز
تتحلل,0.516,الاشمئزاز
مزراب,0.516,الاشمئزاز
سلب,0.516,الاشمئزاز
متجهم,0.516,الاشمئزاز
احتيال,0.516,الاشمئزاز
التقصيرية,0.516,الاشمئزاز
استئصال,0.516,الاشمئزاز
نتن,0.516,الاشمئزاز
المحكوم,0.516,الاشمئزاز
عار,0.516,الاشمئزاز
نسر,0.516,الاشمئزاز
بقايا,0.516,الاشمئزاز
العثه,0.516,الاشمئزاز
أفشى سرا,0.516,الاشمئزاز
الشام,0.509,الاشمئزاز
المتوطنة,0.508,الاشمئزاز
قصف,0.508,الاشمئزاز
محنة,0.508,الاشمئزاز
الآفات,0.508,الاشمئزاز
عضال,0.508,الاشمئزاز
عديم القيمة,0.508,الاشمئزاز
الرفض,0.508,الاشمئزاز
كريه,0.508,الاشمئزاز
انفصام فى الشخصية,0.508,الاشمئزاز
استخف,0.508,الاشمئزاز
رائحة,0.508,الاشمئزاز
خداع,0.508,الاشمئزاز
سائل,0.508,الاشمئزاز
أسير,0.508,الاشمئزاز
حماقة,0.508,الاشمئزاز
هذيان,0.508,الاشمئزاز
كارثة,0.508,الاشمئزاز
نفط خام,0.508,الاشمئزاز
استياء,0.508,الاشمئزاز
مخيف,0.508,الاشمئزاز
تخمة,0.508,الاشمئزاز
جدلي,0.5,الاشمئزاز
سخرية,0.5,الاشمئزاز
الوثنية,0.5,الاشمئزاز
محرم,0.5,الاشمئزاز
صراخ,0.5,الاشمئزاز
إبعاد,0.5,الاشمئزاز
التراب,0.5,الاشمئزاز
عفريت,0.5,الاشمئزاز
قيد,0.5,الاشمئزاز
رشوة,0.5,الاشمئزاز
فاضح,0.5,الاشمئزاز
الغيرة,0.5,الاشمئزاز
نجاسة,0.5,الاشمئزاز
سرقة,0.5,الاشمئزاز
مرارة,0.5,الاشمئزاز
جريمة,0.5,الاشمئزاز
شكك,0.5,الاشمئزاز
آفة,0.5,الاشمئزاز
إكراه,0.5,الاشمئزاز
NO TRANSLATION,0.5,الاشمئزاز
جشع,0.5,الاشمئزاز
خطبة مسهبة عنيفة,0.5,الاشمئزاز
تشنج,0.492,الاشمئزاز
السارق,0.492,الاشمئزاز
سوف,0.492,الاشمئزاز
غير معقول,0.492,الاشمئزاز
ركود اقتصادي,0.492,الاشمئزاز
ممر ضيق,0.492,الاشمئزاز
حطام سفينة,0.492,الاشمئزاز
مؤذ,0.492,الاشمئزاز
دمل,0.492,الاشمئزاز
NO TRANSLATION,0.492,الاشمئزاز
الأبله,0.492,الاشمئزاز
سيء السمعة,0.492,الاشمئزاز
مسرف,0.484,الاشمئزاز
مصيبة,0.484,الاشمئزاز
وصمة,0.484,الاشمئزاز
ازدراء,0.484,الاشمئزاز
شراب مسكر,0.484,الاشمئزاز
تمرد,0.484,الاشمئزاز
غامض,0.484,الاشمئزاز
متشرد,0.484,الاشمئزاز
لا يطاق,0.484,الاشمئزاز
المذنب,0.484,الاشمئزاز
ذليل,0.484,الاشمئزاز
تهريب,0.484,الاشمئزاز
تحتدم,0.484,الاشمئزاز
تشابك,0.484,الاشمئزاز
مجنون,0.484,الاشمئزاز
إخضاع,0.484,الاشمئزاز
امتلك,0.484,الاشمئزاز
عداء,0.484,الاشمئزاز
aversation,0.484,الاشمئزاز
قذف,0.484,الاشمئزاز
قليل الاحترام للآخرين,0.484,الاشمئزاز
تعبث,0.484,الاشمئزاز
المحسوبيات,0.484,الاشمئزاز
لا يصفح عنه,0.484,الاشمئزاز
مثير للشفقة,0.477,الاشمئزاز
غير سارة,0.477,الاشمئزاز
إخماد,0.477,الاشمئزاز
سخرية,0.477,الاشمئزاز
شلل,0.477,الاشمئزاز
مجرم,0.477,الاشمئزاز
شرعية,0.477,الاشمئزاز
غير مكترثة,0.477,الاشمئزاز
معاد,0.477,الاشمئزاز
فجور,0.477,الاشمئزاز
كئيب,0.477,الاشمئزاز
غاضب,0.469,الاشمئزاز
طارد,0.469,الاشمئزاز
سعال,0.469,الاشمئزاز
متكبر او مغرور,0.469,الاشمئزاز
حاجز مشبك,0.469,الاشمئزاز
التفاقم,0.469,الاشمئزاز
غاضب,0.469,الاشمئزاز
نفي,0.469,الاشمئزاز
خسيس,0.469,الاشمئزاز
الشؤم,0.469,الاشمئزاز
فقر,0.469,الاشمئزاز
تخبط,0.469,الاشمئزاز
غضب,0.469,الاشمئزاز
السخرية,0.469,الاشمئزاز
غاضب,0.469,الاشمئزاز
عرق,0.469,الاشمئزاز
وخزة,0.461,الاشمئزاز
تهور,0.461,الاشمئزاز
المحرفة,0.461,الاشمئزاز
محتال,0.461,الاشمئزاز
عنكبوت,0.461,الاشمئزاز
الدجال,0.461,الاشمئزاز
هلاك,0.461,الاشمئزاز
موحل,0.461,الاشمئزاز
زائف,0.461,الاشمئزاز
مهين,0.461,الاشمئزاز
ندب,0.461,الاشمئزاز
يخدع,0.461,الاشمئزاز
غير عادل,0.461,الاشمئزاز
مجنون,0.461,الاشمئزاز
نشجب,0.461,الاشمئزاز
نهب,0.461,الاشمئزاز
المنة حشرة,0.453,الاشمئزاز
هلاك,0.453,الاشمئزاز
سخط,0.453,الاشمئزاز
NO TRANSLATION,0.453,الاشمئزاز
أناني,0.453,الاشمئزاز
انتقص,0.453,الاشمئزاز
لئيم,0.453,الاشمئزاز
غير أمين,0.453,الاشمئزاز
وصمة عار,0.453,الاشمئزاز
تجنب,0.453,الاشمئزاز
كراهية,0.453,الاشمئزاز
ينفر,0.453,الاشمئزاز
مخادع,0.453,الاشمئزاز
إزالة,0.453,الاشمئزاز
غير وارد,0.453,الاشمئزاز
ضائع,0.445,الاشمئزاز
متمرد,0.445,الاشمئزاز
إثم,0.445,الاشمئزاز
