tweet,label,clean_tweet,clean_tweet_no_stop,clean_tweet_lemitized,clean_tweet_stemmed,lexicon_score_anger,lexicon_score_fear,lexicon_score_joy,lexicon_score_sadness
اشمئزاز لا منتهي منها\nوعلى الرغم من هذا مازلت احاول بكل ما اقدر اطول بالي عليها واتغاضي عشان نفسي،لكن اعوذ بالله من نفاذ صبري..,fear,اشمئزاز لا منتهي منهاوعلى الرغم من هذا مازلت احاول بكل ما اقدر اطول بالي عليها واتغاضي عشان نفسيلكن اعوذ بالله من نفاذ صبري,اشمئزاز  منتهي منهاوعلى الرغم   مازلت احاول بكل  اقدر اطول بالي عليها واتغاضي عشان نفسيلكن اعوذ بالله  نفاذ صبري,اشمئزاز منتهي منهاوعلى الرغم مازلت احاول بكل اقدر اطول بالي عليها واتغاضي عشان نفسيلكن اعوذ بالله نفاذ صبري,شمئزاز نهي منهاوعلى رغم ازل حول بكل قدر اطل بلي عليها تغض عشن فسل اعذ بلل نفذ صبر,0.6,0.0,0.0,0.0
نص الكباية الفاضى هفضل مرعوب لحد النتيجة خايف اشيل كيميا,fear,نص الكباية الفاضى هفضل مرعوب لحد النتيجة خايف اشيل كيميا,نص الكباية الفاضى هفضل مرعوب لحد النتيجة خايف اشيل كيميا,نص الكباية الفاضى هفضل مرعوب لحد النتيجة خايف اشيل كيميا,نص كبي فضى هفضل رعب لحد نتج خيف اشل كيم,0.75,0.9229999999999999,0.0,0.7190000000000001
@rujeno_ مااتوقع توصل لهدرجه وبالنسبه للخوف اول تجربه بتعتبر مرعبه للي راح يجرب هو مو شي اكيد لكن للاغلب.,fear, مااتوقع توصل لهدرجه وبالنسبه للخوف اول تجربه بتعتبر مرعبه للي راح يجرب هو مو شي اكيد لكن للاغلب, مااتوقع توصل لهدرجه وبالنسبه للخوف اول تجربه بتعتبر مرعبه للي  يجرب  مو شي اكيد  للاغلب,مااتوقع توصل لهدرجه وبالنسبه للخوف اول تجربه بتعتبر مرعبه للي يجرب مو شي اكيد للاغلب,مااتوقع وصل هدرج وبالنسبه خوف اول جرب عبر رعب للي جرب مو شي اكد غلب,1.25,1.751,0.0,0.7190000000000001
اكيد بكون مرتبكة و ارتجاف,fear,اكيد بكون مرتبكة و ارتجاف,اكيد بكون مرتبكة  ارتجاف,اكيد بكون مرتبكة ارتجاف,اكد بكن ربك رجف,0.0,0.0,0.0,0.0
وبعدين في الرهبة و الخوف و قرقضة الضوافر و السير كالابلة في طرقات المنزل و السرحان و الصمت المريب كل يوم نهاية اجازة و رجوع للجيش وبعدين,fear,وبعدين في الرهبة و الخوف و قرقضة الضوافر و السير كالابلة في طرقات المنزل و السرحان و الصمت المريب كل يوم نهاية اجازة و رجوع للجيش وبعدين,وبعدين  الرهبة  الخوف  قرقضة الضوافر  السير كالابلة  طرقات المنزل  السرحان  الصمت المريب  يوم نهاية اجازة  رجوع للجيش وبعدين,وبعدين الرهبة الخوف قرقضة الضوافر السير كالابلة طرقات المنزل السرحان الصمت المريب يوم نهاية اجازة رجوع للجيش وبعدين,بعد رهب خوف قرقض ضفر سير ابل طرق نزل سرح صمت ريب يوم نهي جزة رجع جيش بعد,1.218,1.766,0.0,1.0
يوم أسود في تاريخ #مصر احساس بالمهانة غير سبوق نواب عار هيدخلوا التاريخ من اقذر ابوابه حسبنا الله و نعم الوكيل #تيران_وصنافر_مصرية,fear,يوم أسود في تاريخ  مصر احساس بالمهانة غير سبوق نواب عار هيدخلوا التاريخ من اقذر ابوابه حسبنا الله و نعم الوكيل  تيرانوصنافرمصرية,يوم أسود  تاريخ  مصر احساس بالمهانة  سبوق نواب عار هيدخلوا التاريخ  اقذر ابوابه حسبنا الله   الوكيل  تيرانوصنافرمصرية,يوم أسود تاريخ مصر احساس بالمهانة سبوق نواب عار هيدخلوا التاريخ اقذر ابوابه حسبنا الله الوكيل تيرانوصنافرمصرية,يوم اسد ارخ مصر حسس هان سبق نوب عار هيدخل ارخ قذر بوب حسب الل وكل تيرانوصنافرمصرية,0.484,0.7190000000000001,0.0,0.812
"@maroko_chan "" اقل ما فيه انه يذل ، يهين ، يسقط الكرامه "" الواحد وش ينتظر خطوره اكثر من انه تنهان كرامته و ينذل!",fear,  اقل ما فيه انه يذل  يهين  يسقط الكرامه  الواحد وش ينتظر خطوره اكثر من انه تنهان كرامته و ينذل,  اقل   انه يذل  يهين  يسقط الكرامه  الواحد وش ينتظر خطوره اكثر  انه تنهان كرامته  ينذل,اقل انه يذل يهين يسقط الكرامه الواحد وش ينتظر خطوره اكثر انه تنهان كرامته ينذل,اقل انه يذل يهن سقط كرم وحد وش نظر خطر كثر انه تنه كرم نذل,0.359,0.8590000000000001,0.0,1.5380000000000003
وأرجع وأقول ننسى كل الكلام ده إلي بقوله أنا أو غيري ونشوف الصورة بشكل اشمل وأوسع بعيدا عن ضغط الخوف خصوصا بالخليج الذي يعيش حالة هلع وزعر,fear,وأرجع وأقول ننسى كل الكلام ده إلي بقوله أنا أو غيري ونشوف الصورة بشكل اشمل وأوسع بعيدا عن ضغط الخوف خصوصا بالخليج الذي يعيش حالة هلع وزعر,وأرجع وأقول ننسى  الكلام ده إلي بقوله   غيري ونشوف الصورة بشكل اشمل وأوسع بعيدا  ضغط الخوف خصوصا بالخليج  يعيش حالة هلع وزعر,وأرجع وأقول ننسى الكلام ده إلي بقوله غيري ونشوف الصورة بشكل اشمل وأوسع بعيدا ضغط الخوف خصوصا بالخليج يعيش حالة هلع وزعر,أرجع أقل نسى كلم ده الي بقل غير نشف صور شكل شمل أوسع بعد ضغط خوف خصص خلج يعش حلة هلع زعر,1.0779999999999998,2.214,0.0,0.5
مش فاهمه بتفرج ع #كفر_دلهاب ليه كل يوم الوقت دا والبيت كله نايم \nلو قاصده أرعب نفسى مش هعمل كده 💔😂👻👻,fear,مش فاهمه بتفرج ع  كفردلهاب ليه كل يوم الوقت دا والبيت كله نايم لو قاصده أرعب نفسى مش هعمل كده ,مش فاهمه بتفرج   كفردلهاب ليه  يوم الوقت دا والبيت كله نايم  قاصده أرعب نفسى مش هعمل كده ,مش فاهمه بتفرج كفردلهاب ليه يوم الوقت دا والبيت كله نايم قاصده أرعب نفسى مش هعمل كده,مش فهم فرج كفردلهاب ليه يوم وقت دا بيت كله نيم قصد رعب فسى مش هعمل كده,0.75,0.9229999999999999,0.0,0.7190000000000001
الايام دي وجعاني اووي ومع ذلك لسه بضحك وبقول انا جامده اهو ومستهيفه كل احساس خوف جوايا بس الاكيد اني مش خايفه من اللي جاي بس انا #مرعوبه,fear,الايام دي وجعاني اووي ومع ذلك لسه بضحك وبقول انا جامده اهو ومستهيفه كل احساس خوف جوايا بس الاكيد اني مش خايفه من اللي جاي بس انا  مرعوبه,الايام دي وجعاني اووي ومع  لسه بضحك وبقول انا جامده اهو ومستهيفه  احساس خوف جوايا  الاكيد اني مش خايفه  اللي جاي  انا  مرعوبه,الايام دي وجعاني اووي ومع لسه بضحك وبقول انا جامده اهو ومستهيفه احساس خوف جوايا الاكيد اني مش خايفه اللي جاي انا مرعوبه,ايم دي وجع اوي ومع لسه بضح بقل انا جمد اهو ومستهيفه حسس خوف جوا اكد اني مش خيف الل جاي انا رعب,1.25,1.751,0.0,1.25
قلبي يخفق بسرعه #خفقان #توتر,fear,قلبي يخفق بسرعه  خفقان  توتر,قلبي يخفق بسرعه  خفقان  توتر,قلبي يخفق بسرعه خفقان توتر,قلب خفق سرع خفق وتر,0.0,0.0,0.547,0.0
@Osama3bdEllatiF انت مش مقدر خطوره الموقف وبتشربلي شاي 😐عموما مبيطلبش,fear, انت مش مقدر خطوره الموقف وبتشربلي شاي عموما مبيطلبش, انت مش مقدر خطوره الموقف وبتشربلي شاي عموما مبيطلبش,انت مش مقدر خطوره الموقف وبتشربلي شاي عموما مبيطلبش,انت مش قدر خطر وقف وبتشربلي شاي عمو مبيطلبش,0.0,1.294,0.188,1.016
"هذه تسمى "" سياسة الترهيب"" عمل مخابراتي لتلهية الناس و زرع فكرة الخوف فيهم حتى يحتموا بالنظام القائم البروباغندا النازية",fear,هذه تسمى  سياسة الترهيب عمل مخابراتي لتلهية الناس و زرع فكرة الخوف فيهم حتى يحتموا بالنظام القائم البروباغندا النازية, تسمى  سياسة الترهيب عمل مخابراتي لتلهية الناس  زرع فكرة الخوف فيهم  يحتموا بالنظام القائم البروباغندا النازية,تسمى سياسة الترهيب عمل مخابراتي لتلهية الناس زرع فكرة الخوف فيهم يحتموا بالنظام القائم البروباغندا النازية,سمى سيس رهب عمل مخابراتي لتل ناس زرع فكر خوف يهم حتم نظم قئم بروباغندا نزي,0.5,0.828,0.297,0.0
جاء العيد متوشحا بذاك العلم ليقول لهم : ها هو جاءكم شهيدا قلا عيد للايتام #قسوة,fear,جاء العيد متوشحا بذاك العلم ليقول لهم  ها هو جاءكم شهيدا قلا عيد للايتام  قسوة,جاء العيد متوشحا بذاك العلم ليقول     جاءكم شهيدا قلا عيد للايتام  قسوة,جاء العيد متوشحا بذاك العلم ليقول جاءكم شهيدا قلا عيد للايتام قسوة,جاء عيد توشح بذك علم يقل جاء شهد قلا عيد يام قسة,0.0,0.0,0.212,0.0
في مثل هذه اللحظات قبل ١ سنوات كنت أعيش ذعر اشتداد الإعصار #جونو في منزل جيراني الأودية القوية تحيط بالمنزل وانقطع تواصلنا نهائيا مع أهلنا,fear,في مثل هذه اللحظات قبل  سنوات كنت أعيش ذعر اشتداد الإعصار  جونو في منزل جيراني الأودية القوية تحيط بالمنزل وانقطع تواصلنا نهائيا مع أهلنا,   اللحظات   سنوات كنت أعيش ذعر اشتداد الإعصار  جونو  منزل جيراني الأودية القوية تحيط بالمنزل وانقطع تواصلنا نهائيا  أهلنا,اللحظات سنوات كنت أعيش ذعر اشتداد الإعصار جونو منزل جيراني الأودية القوية تحيط بالمنزل وانقطع تواصلنا نهائيا أهلنا,لحظ سنو كنت اعش ذعر شدد عصر جونو نزل جير ودي قوة تحط نزل قطع وصل نهئ اهل,1.077,1.534,0.6259999999999999,0.7290000000000001
@n0_marlb0r0_red صور الفضاء .. انا ماقدرش اشوف جوجل ايرث بيفتح مثلا مسحت الآب ، ممكن اصرخ من الرعب لو شفت صور كواكب 😖 😅,fear, صور الفضاء  انا ماقدرش اشوف جوجل ايرث بيفتح مثلا مسحت الآب  ممكن اصرخ من الرعب لو شفت صور كواكب  , صور الفضاء  انا ماقدرش اشوف جوجل ايرث بيفتح مثلا مسحت الآب  ممكن اصرخ  الرعب  شفت صور كواكب  ,صور الفضاء انا ماقدرش اشوف جوجل ايرث بيفتح مثلا مسحت الآب ممكن اصرخ الرعب شفت صور كواكب,صور فضء انا ماقدرش اشف جوجل يرث فتح ثلا سحت لآب مكن صرخ رعب شفت صور ككب,0.75,0.9229999999999999,0.0,0.7190000000000001
صار عندي فوبيا من قرب حد والله.,fear,صار عندي فوبيا من قرب حد والله, عندي فوبيا  قرب حد والله,عندي فوبيا قرب حد والله,عند فوب قرب حد ولل,0.0,0.0,0.552,0.0
يوم أحببتك تمنيت لو متُّ قبل أن نلتقي خشية أن نفترق\nوحين افترقنا أدركت بإمكان المرء أن يموت أكثر من مرة \nعندها ما أخاف الموت صار الحبّ خوفي,fear,يوم أحببتك تمنيت لو مت قبل أن نلتقي خشية أن نفترقوحين افترقنا أدركت بإمكان المرء أن يموت أكثر من مرة عندها ما أخاف الموت صار الحب خوفي,يوم أحببتك تمنيت  مت   نلتقي خشية  نفترقوحين افترقنا أدركت بإمكان المرء  يموت   مرة عندها  أخاف الموت  الحب خوفي,يوم أحببتك تمنيت مت نلتقي خشية نفترقوحين افترقنا أدركت بإمكان المرء يموت مرة عندها أخاف الموت الحب خوفي,يوم حبب منت مت لتق خشة رقح فرق ادر بإم مرء يمت مرة عند اخف موت لحب خوف,0.5,0.828,0.0,0.0
قداش ما تويتر أصبح مكان مزعج ويجيب التوتر بدل ما كان مريح ويغير جو البنادم 😒,fear,قداش ما تويتر أصبح مكان مزعج ويجيب التوتر بدل ما كان مريح ويغير جو البنادم ,قداش  تويتر  مكان مزعج ويجيب التوتر بدل   مريح ويغير جو البنادم ,قداش تويتر مكان مزعج ويجيب التوتر بدل مريح ويغير جو البنادم,قدش يتر كان زعج يجب وتر بدل ريح يغر جو ندم,0.0,0.0,0.0,0.594
لانها لم تستطع تغير طريقة مذاكرتها من التكرار الشفهي الى التكرار الكتابي فخرجت من الكورس دون ادنى فائدة ولم تستمر فية #فوبيا التغيير,fear,لانها لم تستطع تغير طريقة مذاكرتها من التكرار الشفهي الى التكرار الكتابي فخرجت من الكورس دون ادنى فائدة ولم تستمر فية  فوبيا التغيير,لانها  تستطع تغير طريقة مذاكرتها  التكرار الشفهي الى التكرار الكتابي فخرجت  الكورس  ادنى فائدة ولم تستمر فية  فوبيا التغيير,لانها تستطع تغير طريقة مذاكرتها التكرار الشفهي الى التكرار الكتابي فخرجت الكورس ادنى فائدة ولم تستمر فية فوبيا التغيير,لان سطع تغر طرق ذكر كرر شفه الى كرر كتب خرج كورس دنى فئد ولم سمر فية فوب غير,0.0,0.0,0.7190000000000001,0.0
#الارشاد_في_التربيه_الخاصه_جامعه_الامام ان العقاب بالرغم من انه يمنع حدوث سلوك سلبي الا انه يكون سببا لإثارة الغضب والعدوانية,fear, الارشادفيالتربيهالخاصهجامعهالامام ان العقاب بالرغم من انه يمنع حدوث سلوك سلبي الا انه يكون سببا لإثارة الغضب والعدوانية, الارشادفيالتربيهالخاصهجامعهالامام ان العقاب بالرغم  انه يمنع حدوث سلوك سلبي الا انه يكون سببا لإثارة الغضب والعدوانية,الارشادفيالتربيهالخاصهجامعهالامام ان العقاب بالرغم انه يمنع حدوث سلوك سلبي الا انه يكون سببا لإثارة الغضب والعدوانية,ارشادفيالتربيهالخاصهجامعهالامام ان عقب رغم انه منع حدث سلك سلب الا انه يكون سبب إثر غضب عدو,2.936,1.7809999999999997,0.0,0.491
#عنف #ترهيب #كم_الأفواه #عصابات #تعدي لا أستسيغ #بيار_الحشاش و لا أحب اسلوبه لكن #التعدي عليه ينم عن #عقلية_ميليشوية #جبانة_قمة_بالحقارة,fear, عنف  ترهيب  كمالأفواه  عصابات  تعدي لا أستسيغ  بيارالحشاش و لا أحب اسلوبه لكن  التعدي عليه ينم عن  عقليةميليشوية  جبانةقمةبالحقارة, عنف  ترهيب  كمالأفواه  عصابات  تعدي  أستسيغ  بيارالحشاش   أحب اسلوبه   التعدي  ينم   عقليةميليشوية  جبانةقمةبالحقارة,عنف ترهيب كمالأفواه عصابات تعدي أستسيغ بيارالحشاش أحب اسلوبه التعدي ينم عقليةميليشوية جبانةقمةبالحقارة,عنف رهب كمالأفواه عصب تعد سيغ بيارالحشاش احب سلب تعد ينم عقليةميليشوية جبانةقمةبالحقارة,1.173,1.421,0.0,1.203
كان نفسي اتفرج على كفر دلهاب ده بس للاسف انا جبانة وبنام في النور اصلا,fear,كان نفسي اتفرج على كفر دلهاب ده بس للاسف انا جبانة وبنام في النور اصلا, نفسي اتفرج  كفر دلهاب ده  للاسف انا جبانة وبنام  النور اصلا,نفسي اتفرج كفر دلهاب ده للاسف انا جبانة وبنام النور اصلا,نفس فرج كفر دلهاب ده اسف انا جبن بنم نور اصل,0.0,0.0,0.0,0.0
لا حزن يشبه حزن القلب على الميت ولا شوق أصدق من الشوق للميت اللهم ارحم عبدالله بقدر ما كان وجع رحيله أعظم من أن يتحمله بكاء,fear,لا حزن يشبه حزن القلب على الميت ولا شوق أصدق من الشوق للميت اللهم ارحم عبدالله بقدر ما كان وجع رحيله أعظم من أن يتحمله بكاء, حزن يشبه حزن القلب  الميت  شوق أصدق  الشوق للميت اللهم ارحم عبدالله بقدر   وجع رحيله أعظم   يتحمله بكاء,حزن يشبه حزن القلب الميت شوق أصدق الشوق للميت اللهم ارحم عبدالله بقدر وجع رحيله أعظم يتحمله بكاء,حزن يشب حزن قلب ميت شوق صدق شوق ميت لهم رحم عبدالل قدر وجع رحل عظم حمل بكء,0.0,2.312,0.547,5.0409999999999995
مثل ما دعينا برجوع طيبة أقول اللهم أرعبهم كما أرعبونا وأثاروا خوفنا اذا كان السبب فقط خلاف علئلي واثارة ضجة 👎 🏼 #المفقوده_طيبه_محمود_ال_جاسم4,fear,مثل ما دعينا برجوع طيبة أقول اللهم أرعبهم كما أرعبونا وأثاروا خوفنا اذا كان السبب فقط خلاف علئلي واثارة ضجة    المفقودهطيبهمحمودالجاسم,  دعينا برجوع طيبة أقول اللهم أرعبهم  أرعبونا وأثاروا خوفنا اذا  السبب فقط خلاف علئلي واثارة ضجة    المفقودهطيبهمحمودالجاسم,دعينا برجوع طيبة أقول اللهم أرعبهم أرعبونا وأثاروا خوفنا اذا السبب فقط خلاف علئلي واثارة ضجة المفقودهطيبهمحمودالجاسم,دعي رجع طيب اقل لهم رعب رعبو أثر خوف اذا سبب فقط خلف علئل اثر ضجة مفقودهطيبهمحمودالجاسم,1.25,1.751,0.0,0.7190000000000001
يي اليوم بجرب اسوق 😱 خايفه,fear,يي اليوم بجرب اسوق  خايفه,يي اليوم بجرب اسوق  خايفه,يي اليوم بجرب اسوق خايفه,يي اليوم جرب اسق خيف,0.0,0.0,0.0,0.0
الحمله لم تأتي من فراغ بل استياء حقيقي من STC نظير سوء الخدمات من انقطاع وضعف وسوء التعامل والاستخفاف بالعميل #مقاطعه_stc_لصالحكم_346,fear,الحمله لم تأتي من فراغ بل استياء حقيقي من  نظير سوء الخدمات من انقطاع وضعف وسوء التعامل والاستخفاف بالعميل  مقاطعهلصالحكم,الحمله  تأتي  فراغ  استياء حقيقي   نظير سوء الخدمات  انقطاع وضعف وسوء التعامل والاستخفاف بالعميل  مقاطعهلصالحكم,الحمله تأتي فراغ استياء حقيقي نظير سوء الخدمات انقطاع وضعف وسوء التعامل والاستخفاف بالعميل مقاطعهلصالحكم,حمل تأت فرغ ياء حقق نظر سوء خدم قطع ضعف وسء عمل خفف عمل مقاطعهلصالح,0.485,0.484,1.0939999999999999,0.9380000000000001
إنني أتغير بطريقة مخيفة أقلل من عدد أصدقائي وأواجه حزني بكل برود ✨,fear,إنني أتغير بطريقة مخيفة أقلل من عدد أصدقائي وأواجه حزني بكل برود ,إنني أتغير بطريقة مخيفة أقلل  عدد أصدقائي وأواجه حزني بكل برود ,إنني أتغير بطريقة مخيفة أقلل عدد أصدقائي وأواجه حزني بكل برود,انن تغر طرق خيف قلل عدد صدقائ أوج حزن بكل برد,0.0,0.375,0.0,0.8640000000000001
#الهلع #القلق ثق بإنك بعد تناول الدواء سوف تندم ندم شديد على السنوات اللتي حرمت لذتها وحرمت اهلك منك,fear, الهلع  القلق ثق بإنك بعد تناول الدواء سوف تندم ندم شديد على السنوات اللتي حرمت لذتها وحرمت اهلك منك, الهلع  القلق ثق بإنك  تناول الدواء  تندم ندم شديد  السنوات اللتي حرمت لذتها وحرمت اهلك منك,الهلع القلق ثق بإنك تناول الدواء تندم ندم شديد السنوات اللتي حرمت لذتها وحرمت اهلك منك,هلع قلق ثق بإن نول دوء ندم ندم شدد سنو لتي حرم لذت حرم اهل منك,0.0,1.6559999999999997,0.0,2.704999999999999
مرعوبه من امتحان بكره ده ، ديه أتقل ماده في الدرجات ادعولي والنبي 💔,fear,مرعوبه من امتحان بكره ده  ديه أتقل ماده في الدرجات ادعولي والنبي ,مرعوبه  امتحان بكره ده  ديه أتقل ماده  الدرجات ادعولي والنبي ,مرعوبه امتحان بكره ده ديه أتقل ماده الدرجات ادعولي والنبي,رعب متح بكر ده ديه تقل اده درج دعل نبي,0.75,0.9229999999999999,0.531,0.7190000000000001
السوري يحس بالفزع و الخوف منكم و من ضرباتكم الخ الخ الخ بتعرفوا ليش,fear,السوري يحس بالفزع و الخوف منكم و من ضرباتكم الخ الخ الخ بتعرفوا ليش,السوري يحس بالفزع  الخوف منكم   ضرباتكم الخ الخ الخ بتعرفوا ليش,السوري يحس بالفزع الخوف منكم ضرباتكم الخ الخ الخ بتعرفوا ليش,سور يحس فزع خوف نكم ضرب الخ الخ الخ عرف ليش,1.088,2.354,0.0,1.37
والله الواحد خايف بطريقة محصلتش قبل كدا والله مرعوب جداً مش عارف ليه و مستقبلي كلو تقريباً متوقف على امتحان بكرة والله سواء حليت حلو او وحش,fear,والله الواحد خايف بطريقة محصلتش قبل كدا والله مرعوب جدا مش عارف ليه و مستقبلي كلو تقريبا متوقف على امتحان بكرة والله سواء حليت حلو او وحش,والله الواحد خايف بطريقة محصلتش  كدا والله مرعوب جدا مش عارف ليه  مستقبلي كلو تقريبا متوقف  امتحان بكرة والله سواء حليت حلو او وحش,والله الواحد خايف بطريقة محصلتش كدا والله مرعوب جدا مش عارف ليه مستقبلي كلو تقريبا متوقف امتحان بكرة والله سواء حليت حلو او وحش,ولل وحد خيف طرق محصلتش كدا ولل رعب جدا مش عرف ليه قبل كلو قرب توقف متح بكر ولل سوء حلت حلو او وحش,1.312,1.657,1.7080000000000002,0.7190000000000001
#أتمنى أن أكون إنسانا من جديد أن أعيش مثل أي #شخص آخر أن #يكون لي بيت و #مستقبل أن أعيش #حياة عادية مثلما يعيش غيري أو أقل المهم دون #خوف,fear, أتمنى أن أكون إنسانا من جديد أن أعيش مثل أي  شخص آخر أن  يكون لي بيت و  مستقبل أن أعيش  حياة عادية مثلما يعيش غيري أو أقل المهم دون  خوف, أتمنى  أكون إنسانا  جديد  أعيش    شخص آخر   يكون  بيت   مستقبل  أعيش  حياة عادية مثلما يعيش غيري   المهم   خوف,أتمنى أكون إنسانا جديد أعيش شخص آخر يكون بيت مستقبل أعيش حياة عادية مثلما يعيش غيري المهم خوف,منى اكن انس جدد اعش شخص اخر يكون بيت قبل اعش حية عدي مثل يعش غير مهم خوف,0.5,0.828,0.0,0.0
بعض الاحيان تنحط بموقف ماتدري الي سويته صح او خطا 😩 #تأنيب_ضمير,fear,بعض الاحيان تنحط بموقف ماتدري الي سويته صح او خطا   تأنيبضمير, الاحيان تنحط بموقف ماتدري الي سويته صح او خطا   تأنيبضمير,الاحيان تنحط بموقف ماتدري الي سويته صح او خطا تأنيبضمير,احي نحط وقف ادر الي سوت صح او خطا تأنيبضمير,0.0,0.435,0.0,0.297
خلصني من هذا القلق يا الله وإملىء قلبي طمأنينة فإنك أعلم بما فيه يا لطيف ياودود 😪,fear,خلصني من هذا القلق يا الله وإملىء قلبي طمأنينة فإنك أعلم بما فيه يا لطيف ياودود ,خلصني   القلق  الله وإملىء قلبي طمأنينة فإنك     لطيف ياودود ,خلصني القلق الله وإملىء قلبي طمأنينة فإنك لطيف ياودود,خلص قلق الل إملىء قلب طمأ فإن لطف ودد,0.0,0.578,1.153,0.6409999999999999
@abdullh61205589 @e_3_p @afaf_rashd الحمدلله خوفي من الله موجود، الفكرة انو اي مكان بروحه مافيه صحونجي فحيكون جنة,fear,   الحمدلله خوفي من الله موجود الفكرة انو اي مكان بروحه مافيه صحونجي فحيكون جنة,   الحمدلله خوفي  الله موجود الفكرة انو اي مكان بروحه مافيه صحونجي فحيكون جنة,الحمدلله خوفي الله موجود الفكرة انو اي مكان بروحه مافيه صحونجي فحيكون جنة,حمدلل خوف الل وجد فكر انو اي كان برح افه صحونج فحك جنة,0.5,0.828,0.0,0.0
@ghani20036 @WaleedAlhuzaim نفسي تماما بس انا يجيني خفقان والحمد لله ع كل حال واسأل الله الشفاء لكل مريض,fear,  نفسي تماما بس انا يجيني خفقان والحمد لله ع كل حال واسأل الله الشفاء لكل مريض,  نفسي تماما  انا يجيني خفقان والحمد لله   حال واسأل الله الشفاء لكل مريض,نفسي تماما انا يجيني خفقان والحمد لله حال واسأل الله الشفاء لكل مريض,نفس تما انا يجي خفق حمد لله حال سأل الل شفء لكل ريض,0.0,0.0,0.0,0.0
جل خوفي ان ينتقل مايحدث في ارض الشام لارض الخليج ابعدنا الله واياكم شر الفتن,fear,جل خوفي ان ينتقل مايحدث في ارض الشام لارض الخليج ابعدنا الله واياكم شر الفتن,جل خوفي ان ينتقل مايحدث  ارض الشام لارض الخليج ابعدنا الله واياكم شر الفتن,جل خوفي ان ينتقل مايحدث ارض الشام لارض الخليج ابعدنا الله واياكم شر الفتن,جل خوف ان نقل مايحدث ارض شام لرض خلج بعد الل ويا شر فتن,2.427,2.646,0.0,1.7270000000000003
"اقاوم فضولي بمعرفة ماهو اسم برجي خشية من برج يدعى ""السرطان"" بسبب اسمه الذي يفقدني السيطرة ويصيبني بالفزع والأشمئزاز",fear,اقاوم فضولي بمعرفة ماهو اسم برجي خشية من برج يدعى السرطان بسبب اسمه الذي يفقدني السيطرة ويصيبني بالفزع والأشمئزاز,اقاوم فضولي بمعرفة ماهو اسم برجي خشية  برج يدعى السرطان بسبب اسمه  يفقدني السيطرة ويصيبني بالفزع والأشمئزاز,اقاوم فضولي بمعرفة ماهو اسم برجي خشية برج يدعى السرطان بسبب اسمه يفقدني السيطرة ويصيبني بالفزع والأشمئزاز,قوم فضل عرف اهو اسم برج خشة برج دعى سرط سبب اسم فقد يطر يصب فزع شمئزاز,0.588,0.8590000000000001,0.0,0.636
#موامره_قطريه_علي_السعوديه ياي انا خايف وكتير مرعوب بقلم/رومنصي حنون,fear, موامرهقطريهعليالسعوديه ياي انا خايف وكتير مرعوب بقلمرومنصي حنون, موامرهقطريهعليالسعوديه ياي انا خايف وكتير مرعوب بقلمرومنصي حنون,موامرهقطريهعليالسعوديه ياي انا خايف وكتير مرعوب بقلمرومنصي حنون,موامرهقطريهعليالسعوديه ياي انا خيف كتر رعب بقلمرومنصي حنن,0.75,0.9229999999999999,0.7120000000000001,0.7190000000000001
تفجير ف كنائس وقتل ف ابرئ كل هذا تحت مسمي الاسلام تخريب مش ترهيب جاهل ياسيدي العزيز انت فيم يحدث ام ماذا ام انتم اقوال فقط وخطب,fear,تفجير ف كنائس وقتل ف ابرئ كل هذا تحت مسمي الاسلام تخريب مش ترهيب جاهل ياسيدي العزيز انت فيم يحدث ام ماذا ام انتم اقوال فقط وخطب,تفجير  كنائس وقتل  ابرئ    مسمي الاسلام تخريب مش ترهيب جاهل ياسيدي العزيز انت  يحدث ام  ام انتم اقوال فقط وخطب,تفجير كنائس وقتل ابرئ مسمي الاسلام تخريب مش ترهيب جاهل ياسيدي العزيز انت يحدث ام ام انتم اقوال فقط وخطب,فجر كنس قتل برئ سمي سلم خرب مش رهب جهل اسد عزز انت حدث ام ام نتم قول فقط خطب,1.4420000000000002,1.4620000000000002,1.083,1.5410000000000001
نمت ٩ ونص وصحيت وحدة عجزت انام من القلق 💔,fear,نمت  ونص وصحيت وحدة عجزت انام من القلق ,نمت  ونص وصحيت وحدة عجزت انام  القلق ,نمت ونص وصحيت وحدة عجزت انام القلق,نمت ونص وصح وحد عجز انم قلق,0.359,0.578,0.0,1.289
طيب تجاربهم المرعبه هذه ما طلعت شي للعلم الحديث,fear,طيب تجاربهم المرعبه هذه ما طلعت شي للعلم الحديث,طيب تجاربهم المرعبه   طلعت شي للعلم الحديث,طيب تجاربهم المرعبه طلعت شي للعلم الحديث,طيب جرب رعب طلع شي علم حدث,0.75,0.9229999999999999,0.212,0.7190000000000001
ميت انا! مابي مشاعر ،ميت انا! لا حب ولا بشر، ميت انا !من قصة قديمة، ميت انا !من غصة أليمة😣😣😣😣,fear,ميت انا مابي مشاعر ميت انا لا حب ولا بشر ميت انا من قصة قديمة ميت انا من غصة أليمة,ميت انا مابي مشاعر ميت انا  حب  بشر ميت انا  قصة قديمة ميت انا  غصة أليمة,ميت انا مابي مشاعر ميت انا حب بشر ميت انا قصة قديمة ميت انا غصة أليمة,ميت انا ابي شعر ميت انا حب بشر ميت انا قصة قدم ميت انا غصة ليم,0.0,3.1239999999999997,0.828,3.188
